chr5	88409766	88409776	MA0144.2	0.9293
chr5	88422828	88422838	MA0144.2	0.9401
chr5	88438852	88438862	MA0144.2	0.9433
chr5	88438852	88438862	MA0144.2	0.9057
chr5	88441477	88441487	MA0144.2	0.9536
chr5	88454825	88454835	MA0144.2	0.9363
chr5	88454825	88454835	MA0144.2	0.9209
chr5	88456561	88456571	MA0144.2	0.9002
chr5	88457378	88457388	MA0144.2	0.9111
chr5	88461177	88461187	MA0144.2	0.9033
chr5	88464508	88464518	MA0144.2	0.9111
chr5	88471987	88471997	MA0144.2	0.9203
chr5	88476390	88476400	MA0144.2	0.9101
chr5	88477638	88477648	MA0144.2	0.9735
chr5	88480398	88480408	MA0144.2	0.9363
chr5	88480398	88480408	MA0144.2	0.9209
chr5	88480575	88480585	MA0144.2	1.0
chr5	88492793	88492803	MA0144.2	0.9499
chr5	88500426	88500436	MA0144.2	0.9047
chr5	88508533	88508543	MA0144.2	0.9033
chr5	88521647	88521657	MA0144.2	0.9051
chr5	88542067	88542077	MA0144.2	0.9499
chr5	88554561	88554571	MA0144.2	0.9653
chr5	88563346	88563356	MA0144.2	0.9324
chr5	88563839	88563849	MA0144.2	0.9254
chr5	88616133	88616143	MA0144.2	0.9019
chr5	88616262	88616272	MA0144.2	0.9019
chr5	88618680	88618690	MA0144.2	0.9217
chr5	88661691	88661701	MA0144.2	0.9536
chr5	88665582	88665592	MA0144.2	0.9401
chr5	88701271	88701281	MA0144.2	0.9014
chr5	88701652	88701662	MA0144.2	0.9417
chr5	88702675	88702685	MA0144.2	0.9501
chr5	88726195	88726205	MA0144.2	0.923
chr5	88729922	88729932	MA0144.2	0.9748
chr5	88752122	88752132	MA0144.2	0.9653
chr5	88771331	88771341	MA0144.2	0.9048
chr5	88780472	88780482	MA0144.2	0.9171
chr5	88789906	88789916	MA0144.2	0.9631
chr5	88790856	88790866	MA0144.2	0.9324
chr5	88799083	88799093	MA0144.2	0.933
chr5	88800577	88800587	MA0144.2	0.9016
chr5	88806161	88806171	MA0144.2	0.9631
chr5	88820549	88820559	MA0144.2	0.9033
chr5	88838467	88838477	MA0144.2	0.9388
chr5	88870472	88870482	MA0144.2	0.923
chr5	88874340	88874350	MA0144.2	0.9653
chr5	88875739	88875749	MA0144.2	0.9106
chr5	88888173	88888183	MA0144.2	0.9205
chr5	88892916	88892926	MA0144.2	0.933
chr5	88895120	88895130	MA0144.2	0.9064
chr5	88904414	88904424	MA0144.2	0.9354
chr5	88906908	88906918	MA0144.2	0.9033
chr5	88913461	88913471	MA0144.2	0.9189
chr5	88919374	88919384	MA0144.2	0.9135
chr5	88927490	88927500	MA0144.2	0.9631
chr5	88928353	88928363	MA0144.2	0.9033
chr5	88930588	88930598	MA0144.2	0.9458
chr5	88933870	88933880	MA0144.2	0.9111
chr5	88949058	88949068	MA0144.2	0.9065
chr5	88953818	88953828	MA0144.2	0.9433
chr5	88953818	88953828	MA0144.2	0.9057
chr5	88958964	88958974	MA0144.2	0.9189
chr5	88959722	88959732	MA0144.2	0.9304
chr5	88960232	88960242	MA0144.2	0.9106
chr5	88962233	88962243	MA0144.2	0.9176
chr5	88964036	88964046	MA0144.2	0.9101
chr5	88974247	88974257	MA0144.2	0.948
chr5	88980107	88980117	MA0144.2	0.9499
chr5	88980838	88980848	MA0144.2	0.9401
chr5	88995333	88995343	MA0144.2	0.9024
chr5	89004284	89004294	MA0144.2	0.9723
chr5	89041424	89041434	MA0144.2	0.9748
chr5	89047684	89047694	MA0144.2	0.9024
chr5	89051189	89051199	MA0144.2	0.9653
chr5	89057662	89057672	MA0144.2	0.9033
chr5	89092662	89092672	MA0144.2	0.9281
chr5	89092662	89092672	MA0144.2	0.9127
chr5	89099979	89099989	MA0144.2	0.9482
chr5	89109996	89110006	MA0144.2	0.9002
chr5	89112113	89112123	MA0144.2	0.9569
chr5	89116018	89116028	MA0144.2	0.9363
chr5	89116018	89116028	MA0144.2	0.9209
chr5	89118484	89118494	MA0144.2	0.9014
chr5	89118916	89118926	MA0144.2	0.9103
chr5	89118943	89118953	MA0144.2	0.9103
chr5	89119183	89119193	MA0144.2	0.9735
chr5	89125517	89125527	MA0144.2	0.9259
chr5	89133222	89133232	MA0144.2	0.9316
chr5	89140007	89140017	MA0144.2	0.9678
chr5	89147163	89147173	MA0144.2	0.9171
chr5	89147381	89147391	MA0144.2	0.9458
chr5	89147416	89147426	MA0144.2	0.9033
chr5	89185756	89185766	MA0144.2	0.9217
chr5	89197040	89197050	MA0144.2	0.9064
chr5	89202749	89202759	MA0144.2	0.9379
chr5	89206667	89206677	MA0144.2	0.9363
chr5	89206667	89206677	MA0144.2	0.9209
chr5	89208129	89208139	MA0144.2	0.9501
chr5	89211992	89212002	MA0144.2	0.9168
chr5	89214969	89214979	MA0144.2	0.9106
chr5	89215178	89215188	MA0144.2	0.9653
chr5	89218424	89218434	MA0144.2	0.9167
chr5	89231768	89231778	MA0144.2	0.9111
chr5	89235416	89235426	MA0144.2	0.9347
chr5	89241172	89241182	MA0144.2	0.9102
chr5	89242297	89242307	MA0144.2	0.9181
chr5	89248013	89248023	MA0144.2	0.9569
chr5	89256317	89256327	MA0144.2	0.9113
chr5	89267185	89267195	MA0144.2	0.9033
chr5	89267687	89267697	MA0144.2	0.9002
chr5	89271633	89271643	MA0144.2	0.9033
chr5	89278322	89278332	MA0144.2	0.9354
chr5	89290550	89290560	MA0144.2	0.9848
chr5	89304743	89304753	MA0144.2	0.9064
chr5	89315315	89315325	MA0144.2	0.9016
